Index,Repo_Name,Organization_Name,PR_Number,PR_Title,PR_Head,User,PR_Labels,URL,PR_State,PR_Body,PR_Additions,PR_Deletions,PR_Comments_Num,PR_Commits_Num,PR_Created_At,PR_Closed_At,PR_Merged,PR_Merged_At,PR_Merged_By,PR_Review_Comments_Num,PR_Updated_At,Review_Comment,Comment_Created_At,Comment_User,Comment_Updated_At,Comment,Inclusiveness_Scale_1_to_10,Inclusiveness_5_Categories,Inclusiveness_2_Categories,Constructiveness_Scale_1_to_10,Constructiveness_5_Categories,Constructiveness_2_Categories
11,sync,amphp,14,Next major,"PullRequestPart(sha=""10b86082474e297d06d818f50bdf823a3cb74bf3"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/14,open,"Just wanted to make a PR with things that can be considered for the next major release (whenever you decide to make it). I won't keep this up-to-date with conflicts unless you explicitly ask me to rebase it.

- https://github.com/amphp/file/pull/43#discussion_r418936134
- https://github.com/amphp/sync/issues/12
- Removed deprecated ext-pthreads support.

EDIT: Somehow it's causing a segfault on travis lol.",43,263,1,8,2020-05-02 09:55:36,,FALSE,,,17,2020-05-19 14:56:22,TRUE,2020-05-03 07:15:09,Jáchym Toušek,2020-05-19 14:56:22,All the semaphores seems to use it to some extent. For instance https://github.com/amphp/sync/blob/b33f8b7e3b463cd864ed75f4759ad5d74436e632/src/LocalSemaphore.php#L30-L51,10,inclusive,inclusive,10,constructive,constructive
12,sync,amphp,14,Next major,"PullRequestPart(sha=""10b86082474e297d06d818f50bdf823a3cb74bf3"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/14,open,"Just wanted to make a PR with things that can be considered for the next major release (whenever you decide to make it). I won't keep this up-to-date with conflicts unless you explicitly ask me to rebase it.

- https://github.com/amphp/file/pull/43#discussion_r418936134
- https://github.com/amphp/sync/issues/12
- Removed deprecated ext-pthreads support.

EDIT: Somehow it's causing a segfault on travis lol.",43,263,1,8,2020-05-02 09:55:36,,FALSE,,,17,2020-05-19 14:56:22,TRUE,2020-05-03 07:24:13,Jáchym Toušek,2020-05-19 14:56:22,Should the releaser be required to return a Promise?,10,inclusive,inclusive,8,somewhat constructive,constructive
13,sync,amphp,14,Next major,"PullRequestPart(sha=""10b86082474e297d06d818f50bdf823a3cb74bf3"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/14,open,"Just wanted to make a PR with things that can be considered for the next major release (whenever you decide to make it). I won't keep this up-to-date with conflicts unless you explicitly ask me to rebase it.

- https://github.com/amphp/file/pull/43#discussion_r418936134
- https://github.com/amphp/sync/issues/12
- Removed deprecated ext-pthreads support.

EDIT: Somehow it's causing a segfault on travis lol.",43,263,1,8,2020-05-02 09:55:36,,FALSE,,,17,2020-05-19 14:56:22,TRUE,2020-05-03 11:48:00,Niklas Keller,2020-05-19 14:56:22,"Not sure, we could also use `Amp\call` on it to automatically run as coroutine if it returns a generator.",8,somewhat inclusive,inclusive,8,somewhat constructive,constructive
14,sync,amphp,14,Next major,"PullRequestPart(sha=""10b86082474e297d06d818f50bdf823a3cb74bf3"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/14,open,"Just wanted to make a PR with things that can be considered for the next major release (whenever you decide to make it). I won't keep this up-to-date with conflicts unless you explicitly ask me to rebase it.

- https://github.com/amphp/file/pull/43#discussion_r418936134
- https://github.com/amphp/sync/issues/12
- Removed deprecated ext-pthreads support.

EDIT: Somehow it's causing a segfault on travis lol.",43,263,1,8,2020-05-02 09:55:36,,FALSE,,,17,2020-05-19 14:56:22,TRUE,2020-05-03 13:50:09,Jáchym Toušek,2020-05-19 14:56:22,"Nah, I'd avoid using call. I think the API should be more strict than that. I'm asking only because allowing void as well (which call wouldn't solve btw.) would be more BC friendly since that's how the releasers work now. Personally I'd simply force a Promise though.",8,somewhat inclusive,inclusive,10,constructive,constructive
15,sync,amphp,14,Next major,"PullRequestPart(sha=""10b86082474e297d06d818f50bdf823a3cb74bf3"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/14,open,"Just wanted to make a PR with things that can be considered for the next major release (whenever you decide to make it). I won't keep this up-to-date with conflicts unless you explicitly ask me to rebase it.

- https://github.com/amphp/file/pull/43#discussion_r418936134
- https://github.com/amphp/sync/issues/12
- Removed deprecated ext-pthreads support.

EDIT: Somehow it's causing a segfault on travis lol.",43,263,1,8,2020-05-02 09:55:36,,FALSE,,,17,2020-05-19 14:56:22,TRUE,2020-05-03 14:59:16,Aaron Piotrowski,2020-05-19 14:56:22,We use `Amp\call` on most other callbacks. It would seem unusual not to do so here as well IMO.,5,somewhat not inclusive,inclusive,5,somewhat not constructive,constructive
16,sync,amphp,14,Next major,"PullRequestPart(sha=""10b86082474e297d06d818f50bdf823a3cb74bf3"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/14,open,"Just wanted to make a PR with things that can be considered for the next major release (whenever you decide to make it). I won't keep this up-to-date with conflicts unless you explicitly ask me to rebase it.

- https://github.com/amphp/file/pull/43#discussion_r418936134
- https://github.com/amphp/sync/issues/12
- Removed deprecated ext-pthreads support.

EDIT: Somehow it's causing a segfault on travis lol.",43,263,1,8,2020-05-02 09:55:36,,FALSE,,,17,2020-05-19 14:56:22,TRUE,2020-05-03 15:04:09,Aaron Piotrowski,2020-05-19 14:56:22,"I guess my main point is that I've never used the ID from the consumer side of `Lock`. Here it's just an implementation detail in `LocalSemaphore`. So I guess it's not ""pointless,"" but I haven't found it particularly useful except in the case @kelunik pointed out. Turns out we do use it, so never mind, leave it as-is.",10,inclusive,inclusive,10,constructive,constructive
17,sync,amphp,14,Next major,"PullRequestPart(sha=""10b86082474e297d06d818f50bdf823a3cb74bf3"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/14,open,"Just wanted to make a PR with things that can be considered for the next major release (whenever you decide to make it). I won't keep this up-to-date with conflicts unless you explicitly ask me to rebase it.

- https://github.com/amphp/file/pull/43#discussion_r418936134
- https://github.com/amphp/sync/issues/12
- Removed deprecated ext-pthreads support.

EDIT: Somehow it's causing a segfault on travis lol.",43,263,1,8,2020-05-02 09:55:36,,FALSE,,,17,2020-05-19 14:56:22,TRUE,2020-05-03 15:33:42,Jáchym Toušek,2020-05-19 14:56:22,I see. Okay then.,8,somewhat inclusive,inclusive,5,somewhat not constructive,constructive
18,sync,amphp,14,Next major,"PullRequestPart(sha=""10b86082474e297d06d818f50bdf823a3cb74bf3"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/14,open,"Just wanted to make a PR with things that can be considered for the next major release (whenever you decide to make it). I won't keep this up-to-date with conflicts unless you explicitly ask me to rebase it.

- https://github.com/amphp/file/pull/43#discussion_r418936134
- https://github.com/amphp/sync/issues/12
- Removed deprecated ext-pthreads support.

EDIT: Somehow it's causing a segfault on travis lol.",43,263,1,8,2020-05-02 09:55:36,,FALSE,,,17,2020-05-19 14:56:22,TRUE,2020-05-03 15:36:17,Jáchym Toušek,2020-05-19 14:56:22,"@trowski It's hidden from the user anyway... The user never actually creates a lock, he just gets an instance from a mutex or semaphore so he doesn't need to care about the id in __construct at all..",10,inclusive,inclusive,10,constructive,constructive
19,sync,amphp,1,More semaphore tests,"PullRequestPart(sha=""60132a563a5d857ee62b2f945a8348e44b164f60"")","Chun-Sheng, Li",[],https://api.github.com/repos/amphp/sync/pulls/1,closed,"# Changed log

- add more releated semaphore tests.",61,0,1,5,2018-03-11 21:53:45,2018-04-26 19:07:09,TRUE,2018-04-26 19:07:09,Niklas Keller,2,2018-04-26 19:07:13,FALSE,2018-04-26 19:07:13,Niklas Keller,2018-04-26 19:07:13,Thanks!,10,inclusive,inclusive,10,constructive,constructive
20,sync,amphp,1,More semaphore tests,"PullRequestPart(sha=""60132a563a5d857ee62b2f945a8348e44b164f60"")","Chun-Sheng, Li",[],https://api.github.com/repos/amphp/sync/pulls/1,closed,"# Changed log

- add more releated semaphore tests.",61,0,1,5,2018-03-11 21:53:45,2018-04-26 19:07:09,TRUE,2018-04-26 19:07:09,Niklas Keller,2,2018-04-26 19:07:13,TRUE,2018-03-18 15:45:49,Niklas Keller,2018-03-19 01:56:33,"Please write the permission as octal here, too (with a leading `0`).",7,somewhat inclusive,inclusive,7,somewhat constructive,constructive
21,sync,amphp,1,More semaphore tests,"PullRequestPart(sha=""60132a563a5d857ee62b2f945a8348e44b164f60"")","Chun-Sheng, Li",[],https://api.github.com/repos/amphp/sync/pulls/1,closed,"# Changed log

- add more releated semaphore tests.",61,0,1,5,2018-03-11 21:53:45,2018-04-26 19:07:09,TRUE,2018-04-26 19:07:09,Niklas Keller,2,2018-04-26 19:07:13,TRUE,2018-03-18 15:46:13,Niklas Keller,2018-03-19 01:56:33,Please use `::class` instead of literal strings.,7,somewhat inclusive,inclusive,7,somewhat constructive,constructive
22,sync,amphp,2,Add docs/asset to export-ignore,"PullRequestPart(sha=""f75b43b7d19cad9e67bd7c151220c87a11af9c4f"")",Eugene Leonovich,[],https://api.github.com/repos/amphp/sync/pulls/2,closed,Same as https://github.com/amphp/byte-stream/issues/48 and https://github.com/amphp/parallel/pull/69.,1,0,1,1,2019-01-10 16:29:22,2019-01-10 17:14:44,TRUE,2019-01-10 17:14:44,Niklas Keller,0,2019-01-10 17:26:34,FALSE,2019-01-10 17:14:49,Niklas Keller,2019-01-10 17:14:49,"Thanks!
",8,somewhat inclusive,inclusive,5,neutral,not constructive
23,sync,amphp,4,"Add KeyedSemaphore, make Mutex extend Semaphore","PullRequestPart(sha=""4e25bd867cedffde7d71f918fee1c257aee40d80"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/4,closed,,180,6,0,4,2019-11-07 00:47:57,2019-11-08 18:42:57,TRUE,2019-11-08 18:42:57,Niklas Keller,4,2019-11-08 18:42:59,TRUE,2019-11-07 17:07:13,Niklas Keller,2019-11-07 22:01:33,"This is the wrong way, mutex should extend semaphore, as mutex is a special form of a semaphore with size one. ",6,somewhat inclusive,inclusive,7,somewhat constructive,constructive
24,sync,amphp,4,"Add KeyedSemaphore, make Mutex extend Semaphore","PullRequestPart(sha=""4e25bd867cedffde7d71f918fee1c257aee40d80"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/4,closed,,180,6,0,4,2019-11-07 00:47:57,2019-11-08 18:42:57,TRUE,2019-11-08 18:42:57,Niklas Keller,4,2019-11-08 18:42:59,TRUE,2019-11-07 17:19:00,Aaron Piotrowski,2019-11-07 22:01:33,"The separation here exists because a mutex indicates the lock should be exclusive, otherwise there would have been a single interface.",8,inclusive,inclusive,8,constructive,constructive
25,sync,amphp,4,"Add KeyedSemaphore, make Mutex extend Semaphore","PullRequestPart(sha=""4e25bd867cedffde7d71f918fee1c257aee40d80"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/4,closed,,180,6,0,4,2019-11-07 00:47:57,2019-11-08 18:42:57,TRUE,2019-11-08 18:42:57,Niklas Keller,4,2019-11-08 18:42:59,TRUE,2019-11-07 19:01:45,Niklas Keller,2019-11-07 22:01:33,"Yes, noticed that I did it the wrong way. Mutex should extend semaphore. ",7,somewhat inclusive,inclusive,5,neutral,not constructive
26,sync,amphp,4,"Add KeyedSemaphore, make Mutex extend Semaphore","PullRequestPart(sha=""4e25bd867cedffde7d71f918fee1c257aee40d80"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/4,closed,,180,6,0,4,2019-11-07 00:47:57,2019-11-08 18:42:57,TRUE,2019-11-08 18:42:57,Niklas Keller,4,2019-11-08 18:42:59,TRUE,2019-11-07 19:15:13,Aaron Piotrowski,2019-11-07 22:01:33,"Yes, Mutex extending Semaphore should be fine.",7,somewhat inclusive,inclusive,5,neutral,not constructive
27,sync,amphp,6,Add Serializer,"PullRequestPart(sha=""2e65f97e89c8e34c44bef24c1193cf170442a667"")",Aaron Piotrowski,[],https://api.github.com/repos/amphp/sync/pulls/6,closed,,314,0,0,8,2020-03-12 15:54:16,2020-03-19 13:45:11,FALSE,,,7,2020-03-19 13:45:11,TRUE,2020-03-12 16:29:58,Niklas Keller,2020-03-13 05:19:43,Maybe `NativeSerializer`?,6,somewhat inclusive,inclusive,8,constructive,constructive
28,sync,amphp,6,Add Serializer,"PullRequestPart(sha=""2e65f97e89c8e34c44bef24c1193cf170442a667"")",Aaron Piotrowski,[],https://api.github.com/repos/amphp/sync/pulls/6,closed,,314,0,0,8,2020-03-12 15:54:16,2020-03-19 13:45:11,FALSE,,,7,2020-03-19 13:45:11,TRUE,2020-03-12 16:30:51,Niklas Keller,2020-03-13 05:19:43,Maybe `allowed_classes` should be a constructor parameter?,6,somewhat inclusive,inclusive,8,constructive,constructive
29,sync,amphp,6,Add Serializer,"PullRequestPart(sha=""2e65f97e89c8e34c44bef24c1193cf170442a667"")",Aaron Piotrowski,[],https://api.github.com/repos/amphp/sync/pulls/6,closed,,314,0,0,8,2020-03-12 15:54:16,2020-03-19 13:45:11,FALSE,,,7,2020-03-19 13:45:11,TRUE,2020-03-12 16:33:10,Niklas Keller,2020-03-13 05:19:43,I'm not sure whether it should extend `SyncException`.,7,somewhat inclusive,inclusive,5,neutral,not constructive
30,sync,amphp,6,Add Serializer,"PullRequestPart(sha=""2e65f97e89c8e34c44bef24c1193cf170442a667"")",Aaron Piotrowski,[],https://api.github.com/repos/amphp/sync/pulls/6,closed,,314,0,0,8,2020-03-12 15:54:16,2020-03-19 13:45:11,FALSE,,,7,2020-03-19 13:45:11,TRUE,2020-03-12 17:56:48,Niklas Keller,2020-03-13 05:19:43,"I thought about `NoopSerializer` as name, but not sure whether that fits.",7,somewhat inclusive,inclusive,7,somewhat constructive,constructive
31,sync,amphp,6,Add Serializer,"PullRequestPart(sha=""2e65f97e89c8e34c44bef24c1193cf170442a667"")",Aaron Piotrowski,[],https://api.github.com/repos/amphp/sync/pulls/6,closed,,314,0,0,8,2020-03-12 15:54:16,2020-03-19 13:45:11,FALSE,,,7,2020-03-19 13:45:11,TRUE,2020-03-12 17:57:13,Niklas Keller,2020-03-13 05:19:43,Maybe `PassthroughSerializer`?,7,somewhat inclusive,inclusive,8,constructive,constructive
32,sync,amphp,6,Add Serializer,"PullRequestPart(sha=""2e65f97e89c8e34c44bef24c1193cf170442a667"")",Aaron Piotrowski,[],https://api.github.com/repos/amphp/sync/pulls/6,closed,,314,0,0,8,2020-03-12 15:54:16,2020-03-19 13:45:11,FALSE,,,7,2020-03-19 13:45:11,TRUE,2020-03-17 18:40:53,Niklas Keller,2020-03-17 18:40:54,Should this be a lower-case `t`?,7,somewhat inclusive,inclusive,8,constructive,constructive
33,sync,amphp,6,Add Serializer,"PullRequestPart(sha=""2e65f97e89c8e34c44bef24c1193cf170442a667"")",Aaron Piotrowski,[],https://api.github.com/repos/amphp/sync/pulls/6,closed,,314,0,0,8,2020-03-12 15:54:16,2020-03-19 13:45:11,FALSE,,,7,2020-03-19 13:45:11,TRUE,2020-03-17 18:43:07,Niklas Keller,2020-03-17 18:45:01,Should this be in `amphp/amp`?,7,somewhat inclusive,inclusive,8,constructive,constructive
34,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,FALSE,2020-04-25 20:29:02,Sascha-Oliver Prolic,2020-04-25 20:29:02,"thanks @enumag, changes are applied",8,inclusive,inclusive,5,neutral,not constructive
35,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,FALSE,2020-04-26 21:48:47,Sascha-Oliver Prolic,2020-04-26 21:48:47,all requested changes applied and rebased,8,inclusive,inclusive,5,neutral,not constructive
36,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,FALSE,2020-05-06 15:56:26,Niklas Keller,2020-05-06 15:56:26,Thanks! I'll going to change the API a bit after merging now.,9,inclusive,inclusive,8,constructive,constructive
37,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-25 20:17:58,Jáchym Toušek,2020-05-06 15:45:05,"In my opinion this should return void. If you need to check that the signal resolved the promise, you can call `getCurrentCount` right after.",9,inclusive,inclusive,9,constructive,constructive
38,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-25 20:18:47,Jáchym Toušek,2020-05-06 15:45:05,"This package requires php 7.1, you can use void return type.",7,somewhat inclusive,inclusive,9,constructive,constructive
39,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-25 20:19:57,Jáchym Toušek,2020-05-06 15:45:05,"```suggestion
    public function reset(?int $signalCount = null)
```",5,neutral,not inclusive,8,constructive,constructive
40,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-25 20:23:50,Jáchym Toušek,2020-05-06 15:45:05,useless annotation,3,somewhat not inclusive,not inclusive,9,constructive,constructive
